comment_id,platform,source_name,comment_text,date,likesCount,video_id,video_url,restaurant
7585480009680569109,tiktok,👑Queen Consort💍👑,والله العظيم كاينة مش ضحكة راني مشوكية نا 🥺💔,2026-01-24T11:30:44.461845,19,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585504345840911111,tiktok,Minou,مزية شفت الفيديو نروح نسلم على راس راجلي فحياتي مصرفت دورو لا على الدار لا على روحي لا على ولادي ❤️,2026-01-24T11:30:44.461846,122,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585868465865966337,tiktok,trésor,la nouvelle génération prcq avant impossible,2026-01-24T11:30:44.461848,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585419863335977745,tiktok,Souma Mk😘🤙,"c pas vrai c le contraire arrêtez svp,",2026-01-24T11:30:46.717840,308,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585482911467012920,tiktok,riozakininja,مقود انا في حياتي ماخلصتش عليا مراءة لخاطر مانروحش اصلا ناكل معاها 🤣,2026-01-24T11:30:46.717859,39,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7597857641525035796,tiktok,Ahl Albait,ولد بلادي كريم,2026-01-24T11:30:46.717861,1,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7592281656855511826,tiktok,Marouf Ismail,لي تطلب بالبريدي موب تخلص عليك ؟! تبانلي العكس يك راهم يطلبو بالبريدي موب,2026-01-24T11:30:46.717863,1,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585469807518483211,tiktok,Ufvr_luna,وي وي هذ الظاهرة ولات كاين مع الاسف 💔,2026-01-24T11:30:46.717864,5,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585750137643156246,tiktok,Kader Kader 31 🥊,مزيا راني عايش في أوروبا وشفت بعيني,2026-01-24T11:30:46.717866,8,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585447704713593618,tiktok,🇩🇿chocho🥰🇩🇿,مكانش منها,2026-01-24T11:30:46.717867,15,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585511572576076560,tiktok,am_el,صح والله وصارتلي للأسف وماشي مره برك,2026-01-24T11:30:46.717869,5,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585473557158118151,tiktok,Mimiya mimi,[photo] الجماعة لي تقول كاينا منها علاه صح خلصتي عليه ارواحي اختي نندب عليك شويا,2026-01-24T11:30:46.717870,57,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585499419615003410,tiktok,Sou Mia🦋,hna asln mndiroch da trand 3lbalna bli myhchmoch😂😂😂,2026-01-24T11:30:46.717871,4,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585529681836196624,tiktok,amoula❤️,اييييييه شحال عشته حتان طيشتو تهنيت من مصروف زايد 😂😂😂😂,2026-01-24T11:30:46.717873,29,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585503627692524309,tiktok,nadjib,le contraire ouii,2026-01-24T11:30:46.717874,8,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585512697882805014,tiktok,👍🙏,nan mais c'est carrément faux,2026-01-24T11:30:46.717875,118,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585497697077003028,tiktok,Lok chaoui,Alors là n’importe quoi!!c’est le contraire en France c’est 50/50 par contre en Algérie c’est nous qui paie l’addition,2026-01-24T11:30:46.717877,1244,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7595598780394930964,tiktok,amelmilou267,Impossible ❤️,2026-01-24T11:30:46.717878,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585392853455700744,tiktok,H❤️,Impossible hdi,2026-01-24T11:30:46.717880,7,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585522480619389716,tiktok,lulu,بالعكس كفاكم كذب,2026-01-24T11:30:46.717881,6,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585421171173229332,tiktok,M A Y A,C pas vraii c tout a fait le contraire,2026-01-24T11:30:46.717882,4,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7595281009027121927,tiktok,layra, [sticker],2026-01-24T11:30:46.717884,1,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585553165123633938,tiktok,Rahma English teacher,انا وراجلي فرد جيب عمرنا مادرنا حساب لبعضانا نهزو ويهزني ونوفرو لاولادنا ونحوسو وعايشين الاز وحتى قبل مانخدم كان منتهلي فيا الزوجين لازم يكون بيناتهم النية,2026-01-24T11:30:46.717885,3,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585897923935011606,tiktok,BigSoulElite,عايش في بريطانيا 🇬🇧 15 عام هل تعلم ان كوبل الاوربي كل واحد يخلص لروحو هل تعلم ان الزوج عندو فيزا كارد تاعو والزوجة عندها تاعها وحدها وحتى الابن وحدو واحد يخلص لواحد,2026-01-24T11:30:47.396866,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585428514079736584,tiktok,haloma,اصلا عكس ومكاش منها,2026-01-24T11:30:47.396877,45,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585549578049700629,tiktok,Sara msrara,Hhhhh za3ma awah kain Rjall fl Algérie 🇩🇿💪🏼,2026-01-24T11:30:47.396880,0,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7596809520622568208,tiktok,حياتي بعد فقدان أمي جحيم,صحيح عشتها 🥰,2026-01-24T11:30:47.396882,1,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585317287168836373,tiktok,Amd09t,madahakch w ghir nahiha,2026-01-24T11:30:47.396883,24,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7586588373876409095,tiktok,Moka Mokrane🇺🇸♓️♥️🇩🇿,"Bah ici en Amérique tjr a la caisse ils demandent (if separate or together ) et jai vu plusieurs couples payent séparément 🥲🤣, du jamais vu chez nous en dz",2026-01-24T11:30:47.396886,3,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585545867894670102,tiktok,la coquette,C le contraire,2026-01-24T11:30:47.396888,91,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585496985039422224,tiktok,🥀Rööh🥀,نزيدو فيها مكانش منها,2026-01-24T11:30:47.396889,5,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585329474539930389,tiktok,Émélÿ🕊️,Tu veux dire le contraire ?,2026-01-24T11:30:47.396891,159,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585953786011878165,tiktok,Salim salim,انا بووي لي ولدني ومنطمعش فيه الحمد لله,2026-01-24T11:30:47.396892,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7594325013055128327,tiktok,ik ramou🧸🩷,noo,2026-01-24T11:30:47.396894,1,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585461025417659144,tiktok,moul bx,mkch minha en algerie,2026-01-24T11:30:47.396896,14,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7587555210945463047,tiktok,sima,makanch menha 😒,2026-01-24T11:30:47.396897,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585472544564871956,tiktok,Khadidja  🫀🫀🫀Mohamed,كاينة ولي يقول مكانش منها يكذب,2026-01-24T11:30:47.396899,9,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585488371150701323,tiktok,Dr maéva Self&Close protection,لا مكاش منها,2026-01-24T11:30:47.396901,8,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7595144984321557256,tiktok,Sab rina,mkch mnhaaa ana wlh mydirli hka machalah rbi ykhlihli ❤,2026-01-24T11:30:47.396902,1,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585734617672696593,tiktok,souna,Al Hamdoulah 💪jamais sratli 🥰,2026-01-24T11:30:47.396904,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585490956750783240,tiktok,♓️🇨🇵Princesse👸🌸,"On aime beaucoup critiquer nos pays et nos peuples, et mettre en valeur d’autres pays comme s’ils étaient parfaits. Mais ceux qui vivent à l’étranger voient la réalité de près, et savent que ce n’est pas toujours ce qu’on montre dans les vidéos. Ce qui est dit ici n’est pas vrai : chez nous, ce n’est pas la femme qui doit payer à la place de l’homme. Nos valeurs existent, il faut arrêter de les déformer.",2026-01-24T11:30:47.396908,7,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7587249396635779862,tiktok,SaelsaسالسةIkram👸🏼🩷,و العكس تماما، الجانب يتحاسب مع صحباتهم او زوجاتهم حتى اولادهم👍,2026-01-24T11:30:47.396910,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
