comment_id,platform,source_name,user_name,comment_text,date,likesCount,video_id,video_url,hashtag
7585713858775515926,tiktok,@le_dauphin_restaurant,1963nora1badria,🤲🤲🤲,2026-01-02T18:00:55.073817,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7585296806427362069,tiktok,@le_dauphin_restaurant,Salim DiCaprio _31,🥰🥰🥰,2026-01-02T18:00:55.073820,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7584336806104007432,tiktok,@le_dauphin_restaurant,Юсеф черный,🥰🥰🥰,2026-01-02T18:00:55.073824,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7583402261876802322,tiktok,@le_dauphin_restaurant,ghanou bouchaoui,❤❤❤,2026-01-02T18:00:55.073827,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7583316426216932117,tiktok,@le_dauphin_restaurant,youcef khoury,🥰,2026-01-02T18:00:55.073830,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7583283901042803464,tiktok,@le_dauphin_restaurant,Médite Ranée,🥰🥰🥰🥰🥰🥰🥰,2026-01-02T18:00:55.073833,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7582495582901486343,tiktok,@le_dauphin_restaurant,Raouf 23000,🥰🥰🥰,2026-01-02T18:00:55.073836,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7582368078303773460,tiktok,@le_dauphin_restaurant,ISMAIL,💖💖💖,2026-01-02T18:00:55.073839,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7582033996092670737,tiktok,@le_dauphin_restaurant,Achour BeLateche moussa,😁😁😁,2026-01-02T18:00:55.073842,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7581931704227627798,tiktok,@le_dauphin_restaurant,Nolan 13002,💪💪💪,2026-01-02T18:00:55.073848,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7581898904826020630,tiktok,@le_dauphin_restaurant,Saida’❤️,💪🙏🙏🙏🙏,2026-01-02T18:00:55.073851,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7581845879373955848,tiktok,@le_dauphin_restaurant,faridmidou 22,❤❤❤❤🥰🥰🥰🥰🥰❤❤🥰,2026-01-02T18:00:55.073854,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7581554192654549777,tiktok,@le_dauphin_restaurant,Taoufik,❤️❤️❤️,2026-01-02T18:00:55.073858,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7581551176404894472,tiktok,@le_dauphin_restaurant,Hmimed Hmimed,🥰🥰🥰🥰,2026-01-02T18:00:55.718251,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7581550155662000903,tiktok,@le_dauphin_restaurant,🇩🇿SiLiA🌹SiSSi♓PHRM💊,❤️❤️❤️,2026-01-02T18:00:55.718263,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7581511977999893266,tiktok,@le_dauphin_restaurant,Nono ❤️❤️,❤❤❤❤❤,2026-01-02T18:00:55.718265,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7581510658857878294,tiktok,@le_dauphin_restaurant,Sofia Hz,un restaurant top j'étais deux fois en été les plats très bons avec la musique les prix abordable vraiment c magnifique restaurant 🥰❤️,2026-01-02T18:00:55.718268,4,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
